Customer_Age,Income,Total_Spending,Recency,Customer_Tenure,Family_Size,Total_Children,Purchase_Frequency,Accepted_Campaigns,NumWebPurchases,NumStorePurchases,NumCatalogPurchases,Cluster
57,56242.0,971,72,4687,3,1,23,0,8,11,4,1
66,48904.0,371,1,4778,3,1,13,0,7,4,2,0
51,56243.0,396,26,4385,5,3,14,0,4,8,2,0
41,21355.0,68,5,4517,3,1,5,2,2,2,1,0
55,57420.0,322,22,4573,3,1,12,1,5,6,1,0
56,51381.5,317,39,4658,3,1,12,0,4,6,2,0
71,46390.0,222,56,4259,3,1,9,0,4,3,2,0
70,54342.0,177,74,4565,4,2,8,0,3,4,1,0
68,51381.5,45,87,4868,4,2,4,0,1,3,0,0
62,51381.5,21,49,4372,4,2,3,0,1,2,0,0
53,20895.0,45,24,4835,3,1,5,0,2,3,0,0
78,92344.0,1899,9,4369,2,0,20,2,5,5,10,1
54,51381.5,42,17,4323,3,1,4,0,1,3,0,0
50,26907.0,22,10,4517,4,2,4,0,1,3,0,0
46,44964.0,41,35,4764,4,2,4,0,1,3,0,0
47,75507.0,1440,56,4262,2,0,20,0,8,6,6,1
54,53761.0,325,7,4465,4,2,11,0,4,3,4,1
53,22682.0,95,51,4473,3,1,7,0,2,4,1,0
54,38887.0,42,17,4323,3,1,4,0,1,3,0,0
51,41658.0,72,30,4801,4,2,4,0,1,2,1,0
54,29791.0,20,21,4249,3,1,5,0,2,3,0,0
70,63915.0,789,2,4538,4,2,21,0,6,12,3,1
52,39996.0,15,85,4242,4,2,3,0,1,2,0,0
54,26759.0,59,65,4346,3,1,6,0,2,3,1,0
58,63841.0,908,64,4638,3,1,21,0,9,9,3,1
57,51039.0,417,11,4770,4,2,12,0,6,4,2,1
65,60544.0,289,92,4877,4,2,11,0,5,5,1,0
54,65685.0,769,54,4296,3,1,20,0,9,9,2,1
73,37716.0,188,4,4273,3,1,8,0,4,3,1,0
69,36864.0,354,53,4889,3,1,11,1,5,4,2,0
56,44511.0,727,39,4829,3,1,20,0,8,8,4,1
59,36947.0,146,49,4895,4,2,7,0,3,4,0,0
75,47352.0,319,70,4648,3,1,12,0,6,5,1,0
73,67087.0,794,40,4398,3,1,20,0,7,8,5,1
76,57045.0,454,40,4863,3,1,15,0,4,9,2,1
73,36957.0,152,43,4865,4,2,7,1,3,2,2,0
49,69389.0,797,17,4843,3,1,21,0,7,12,2,1
54,80134.0,1690,40,4609,3,1,14,4,5,6,3,1
57,43142.0,20,84,4335,4,2,3,0,1,2,0,0
82,80589.0,1428,25,4362,2,0,20,2,5,5,10,1
36,34412.0,209,62,4705,3,1,8,0,5,3,0,0
47,57537.0,545,83,4588,3,1,15,0,4,8,3,1
60,22634.0,96,47,4733,2,0,5,0,2,2,1,0
78,51315.0,222,45,4330,2,0,9,0,2,5,2,0
54,36026.0,61,34,4309,5,3,5,0,2,3,0,0
53,24639.0,44,3,4356,4,2,6,0,2,4,0,0
54,34578.0,8,1,4283,5,3,3,0,1,2,0,0
54,65704.0,817,18,4463,2,0,22,0,2,10,10,1
60,63810.0,1371,45,4799,3,1,19,1,4,12,3,1
57,54132.0,42,81,4337,3,1,4,0,1,3,0,0
67,18690.0,60,77,4752,2,0,4,0,1,2,1,0
56,28164.0,78,23,4625,3,1,6,0,2,4,0,0
52,34596.0,23,48,4646,3,1,3,0,1,2,0,0
54,43269.0,19,61,4490,3,1,3,0,1,2,0,0
68,38741.0,61,60,4295,4,2,5,0,2,3,0,0
54,31907.0,449,75,4686,2,0,13,0,6,6,1,1
43,27100.0,37,64,4654,3,1,4,0,1,3,0,0
53,31163.0,38,54,4340,3,1,4,0,1,3,0,0
41,92533.0,1131,84,4396,2,0,22,2,6,11,5,1
53,34853.0,34,75,4392,4,2,5,0,2,3,0,0
59,70844.0,294,16,4446,4,2,12,0,6,5,1,0
47,31086.0,48,79,4625,4,2,4,1,1,2,1,0
65,60544.0,289,92,4877,4,2,11,0,5,5,1,0
40,20491.0,30,16,4724,2,0,3,0,0,2,1,0
62,42523.0,125,96,4271,2,0,6,0,1,4,1,0
43,39922.0,156,30,4704,3,1,7,0,3,4,0,0
74,33402.0,70,60,4550,4,2,6,0,2,3,1,0
77,36408.0,22,11,4485,4,2,3,0,1,2,0,0
47,21645.0,65,75,4868,3,1,6,1,3,3,0,0
78,78427.0,1930,36,4817,2,0,20,2,3,10,7,1
80,82657.0,2283,71,4479,2,0,22,2,7,10,5,1
68,51876.0,310,88,4461,2,0,12,0,2,8,2,1
55,78041.0,1319,93,4764,2,0,17,0,4,9,4,1
69,52852.0,879,93,4779,3,1,22,1,10,5,7,1
44,70038.0,1244,54,4451,2,0,16,0,4,8,4,1
53,69401.0,690,41,4302,3,1,13,0,4,5,4,1
54,46053.0,209,46,4701,3,1,9,0,3,4,2,0
61,77343.0,1134,28,4224,2,0,16,0,3,9,4,1
73,73892.0,1507,40,4432,2,0,22,1,3,8,11,1
59,40304.0,57,82,4476,3,1,5,0,2,3,0,0
61,32727.0,529,38,4874,2,0,15,0,7,5,3,1
57,68695.0,1091,3,4208,2,0,15,0,4,7,4,1
55,43300.0,180,87,4828,3,1,8,1,4,4,0,0
54,26290.0,77,49,4737,4,2,6,0,2,4,0,0
56,93790.0,2349,16,4341,2,0,25,4,6,12,7,1
52,38410.0,534,65,4857,2,0,16,1,5,9,2,1
76,64866.0,556,9,4358,3,1,17,1,7,7,3,1
67,57957.0,637,24,4518,3,1,18,0,4,8,6,1
71,46015.0,46,25,4281,4,2,4,2,1,3,0,0
48,16531.0,44,43,4215,3,1,6,0,3,3,0,0
40,28072.0,47,10,4560,3,1,4,0,1,3,0,0
63,49476.0,795,29,4578,3,1,18,0,2,5,11,1
73,50725.0,586,45,4705,3,1,17,0,8,8,1,1
74,83844.0,1574,57,4617,2,0,19,1,4,11,4,1
76,41145.0,13,20,4345,4,2,3,0,0,3,0,0
56,67419.0,1471,29,4733,3,1,21,0,9,8,4,1
56,23162.0,65,82,4394,4,2,5,0,1,3,1,0
49,34380.0,175,68,4627,3,1,8,0,4,3,1,0
60,34704.0,40,65,4632,3,1,4,0,1,3,0,0
57,94871.0,1078,99,4870,4,2,17,3,8,4,5,1
68,65148.0,1115,9,4794,3,1,19,0,6,7,6,1
72,39898.0,134,20,4706,3,1,7,0,3,4,0,0
70,64857.0,1540,78,4787,2,0,22,0,7,10,5,1
56,59892.0,87,26,4443,3,1,6,0,2,3,1,0
39,41020.0,217,68,4448,2,0,9,0,3,4,2,0
65,57072.0,1034,79,4360,3,1,25,1,7,13,5,1
47,60474.0,1180,25,4658,3,1,24,0,10,12,2,1
66,62807.0,819,83,4871,3,1,20,0,5,12,3,1
45,19414.0,32,32,4460,3,1,4,0,1,3,0,0
46,19107.0,46,49,4515,3,1,4,0,1,3,0,0
50,75484.0,1159,50,4900,3,1,16,0,7,6,3,1
50,70379.0,860,84,4687,3,1,22,0,6,13,3,1
56,79419.0,1631,96,4211,2,0,14,0,4,4,6,1
80,64014.0,444,56,4223,5,3,15,1,8,5,2,0
71,76998.0,1910,85,4738,3,1,27,1,11,8,8,1
54,49854.0,380,63,4435,3,1,13,0,6,5,2,0
55,60585.0,736,17,4574,4,2,20,1,7,9,4,1
76,42873.0,269,11,4728,4,2,11,0,6,4,1,0
38,87679.0,2524,62,4541,2,0,28,4,7,10,11,1
48,57867.0,612,48,4475,3,1,18,0,7,9,2,1
36,35765.0,75,86,4404,3,1,6,0,2,4,0,0
67,65492.0,1045,73,4358,2,0,24,0,4,13,7,1
49,32952.0,55,36,4414,3,1,5,0,2,3,0,0
57,53374.0,1064,34,4886,3,1,15,2,4,9,2,1
67,71706.0,1443,16,4797,3,1,21,0,9,7,5,1
38,68487.0,1366,48,4736,2,0,29,0,9,13,7,1
51,53253.0,436,61,4707,4,2,12,0,4,5,3,1
53,31163.0,38,54,4340,3,1,4,0,1,3,0,0
49,42014.0,436,56,4885,3,1,14,1,7,6,1,0
53,54108.0,747,74,4805,4,2,19,0,8,9,2,1
71,49667.0,1396,35,4882,2,0,20,2,5,5,10,1
52,63206.0,928,65,4305,2,0,13,1,4,6,3,1
54,57136.0,642,48,4559,4,2,17,0,5,10,2,1
51,46772.0,1048,88,4803,3,1,24,1,11,5,8,1
55,78931.0,943,19,4451,2,0,23,0,2,13,8,1
68,53977.0,907,21,4590,3,1,22,0,5,12,5,1
38,84219.0,1198,27,4351,2,0,17,0,3,10,4,1
51,46098.0,120,86,4884,4,2,7,0,3,2,2,0
61,73538.0,1658,92,4785,3,1,23,0,10,9,4,1
40,79529.0,1638,1,4267,2,0,21,0,4,9,8,1
49,20981.0,73,14,4629,2,0,6,1,3,2,1,0
46,51766.0,275,74,4314,3,1,10,0,4,4,2,0
64,55759.0,854,84,4782,3,1,21,0,10,8,3,1
48,33039.0,78,4,4497,3,1,6,0,2,4,0,0
54,37787.0,106,50,4486,3,1,6,0,3,3,0,0
56,27242.0,106,2,4799,3,1,5,1,2,3,0,0
43,87188.0,1923,73,4595,2,0,18,1,10,6,2,1
55,69930.0,1662,21,4603,2,0,21,0,4,12,5,1
50,37697.0,84,82,4346,3,1,6,0,2,3,1,0
53,37401.0,48,14,4258,3,1,5,0,2,3,0,0
53,3502.0,5,56,4646,3,1,0,0,0,0,0,1
50,58597.0,733,20,4790,4,2,20,0,7,9,4,1
78,82032.0,1234,54,4289,2,0,17,0,4,7,6,1
68,28087.0,112,77,4769,4,2,6,0,2,2,2,0
39,74004.0,1658,5,4329,2,0,14,3,4,4,6,1
66,19740.0,55,65,4666,3,1,5,0,1,3,1,0
51,57036.0,1513,33,4769,3,1,22,1,6,13,3,1
68,53083.0,271,65,4614,4,2,11,1,5,5,1,0
51,69283.0,904,41,4219,3,1,23,0,7,13,3,1
51,46098.0,120,86,4884,4,2,7,1,3,2,2,0
38,23331.0,103,92,4867,3,1,6,0,3,3,0,0
38,23331.0,269,97,4836,3,1,11,0,5,5,1,0
37,9255.0,22,91,4395,3,1,4,0,1,2,1,0
67,67786.0,1156,0,4408,2,0,15,1,3,6,6,1
55,71969.0,1086,59,4825,3,1,16,1,3,9,4,1
59,59235.0,1128,4,4737,3,1,25,0,11,12,2,1
37,31928.0,72,5,4297,3,1,7,0,3,4,0,0
65,74881.0,964,48,4682,4,2,23,0,9,12,2,1
48,65819.0,1383,99,4781,2,0,19,0,5,10,4,1
73,51411.0,18,81,4603,5,3,3,0,0,3,0,0
62,51983.0,793,95,4871,3,1,21,0,9,10,2,1
40,42386.0,100,43,4736,3,1,6,0,3,3,0,0
39,30390.0,80,5,4504,2,0,5,0,2,3,0,0
63,30983.0,167,50,4801,2,0,7,1,4,3,0,0
69,66033.0,677,76,4729,3,1,18,0,8,7,3,1
51,37284.0,23,46,4661,4,2,3,0,0,3,0,0
75,57530.0,92,68,4464,3,1,6,0,1,4,1,0
61,76800.0,641,33,4317,2,0,15,0,4,7,4,1
70,63943.0,1106,50,4869,3,1,16,0,6,6,4,1
64,76081.0,1033,85,4241,2,0,13,1,4,4,5,1
52,67445.0,1174,63,4890,3,1,27,0,9,12,6,1
59,37054.0,25,89,4491,4,2,4,0,1,3,0,0
64,47175.0,240,81,4813,4,2,10,2,4,4,2,0
50,31859.0,20,77,4584,3,1,3,0,1,2,0,0
65,27215.0,102,50,4726,5,3,7,0,2,4,1,0
50,70179.0,1034,10,4547,3,1,23,0,7,13,3,1
43,39922.0,156,30,4704,3,1,7,0,3,4,0,0
50,49681.0,458,66,4441,4,2,15,0,7,7,1,0
38,24645.0,17,16,4809,3,1,3,0,1,2,0,0
72,79865.0,792,12,4215,3,1,20,0,5,5,10,1
41,44322.0,92,30,4217,3,1,6,0,3,3,0,0
74,47958.0,407,8,4730,3,1,14,0,6,5,3,0
62,63972.0,1269,93,4778,3,1,19,1,5,10,4,1
72,75315.0,841,14,4279,3,1,21,0,5,12,4,1
76,55517.0,633,53,4844,4,2,18,1,11,6,1,1
69,75283.0,1019,26,4663,5,3,14,0,6,5,3,1
80,82800.0,1315,23,4786,2,0,25,3,7,12,6,1
72,38998.0,54,92,4807,4,2,5,0,2,3,0,0
35,90638.0,2525,29,4340,2,0,17,2,3,10,4,1
40,27161.0,52,41,4448,3,1,4,0,1,3,0,0
49,42014.0,436,56,4885,3,1,14,1,7,6,1,0
66,38201.0,268,19,4661,3,1,11,0,5,5,1,0
44,45203.0,147,4,4302,4,2,7,1,3,3,1,0
79,81574.0,1798,89,4266,2,0,17,2,4,8,5,1
34,34935.0,137,71,4577,2,0,7,0,2,4,1,0
50,60482.0,507,81,4726,3,1,16,0,7,7,2,0
70,34633.0,15,31,4361,5,3,3,0,1,2,0,0
79,78093.0,1105,53,4404,2,0,16,0,4,5,7,1
76,82460.0,974,78,4413,2,0,14,0,5,6,3,1
60,45903.0,66,80,4271,3,1,6,0,2,3,1,0
39,81361.0,778,18,4328,2,0,26,1,3,13,10,1
53,35860.0,49,37,4245,4,2,4,2,1,2,1,0
74,40442.0,169,52,4883,4,2,8,1,3,4,1,0
61,61482.0,299,39,4206,2,0,11,0,3,6,2,0
46,34968.0,221,11,4649,3,1,10,0,3,5,2,0
39,75794.0,1682,33,4391,2,0,24,1,7,12,5,1
64,31497.0,155,22,4774,3,1,8,0,3,4,1,0
71,74268.0,892,83,4704,2,0,12,0,4,5,3,1
38,13724.0,58,43,4871,3,1,4,1,2,2,0,0
61,45143.0,311,74,4511,3,1,12,0,6,5,1,0
59,52569.0,95,54,4289,3,1,6,0,2,4,0,0
53,48432.0,424,3,4823,3,1,14,1,7,6,1,0
66,17144.0,47,96,4338,4,2,7,0,3,4,0,0
42,36108.0,339,68,4461,3,1,12,1,7,4,1,0
55,76445.0,1410,2,4843,3,1,20,0,2,13,5,1
51,36663.0,35,40,4269,3,1,5,0,1,3,1,0
61,53843.0,562,64,4571,3,1,16,0,8,3,5,1
70,90226.0,2352,26,4845,2,0,23,1,4,12,7,1
71,70638.0,1334,69,4597,2,0,19,1,4,10,5,1
66,44512.0,32,57,4507,4,2,4,0,1,3,0,0
65,27116.0,41,78,4323,4,2,5,0,2,3,0,0
63,54072.0,39,71,4541,4,2,4,0,2,2,0,0
49,71855.0,1141,59,4733,3,1,21,0,5,11,5,1
36,51250.0,710,28,4660,3,1,19,1,10,4,5,1
53,60432.0,401,61,4316,3,1,14,0,7,5,2,0
62,65526.0,506,22,4283,3,1,16,0,4,8,4,1
38,68655.0,1538,95,4892,2,0,20,0,4,11,5,1
48,12393.0,57,38,4776,2,0,5,0,2,3,0,0
36,64509.0,1722,19,4520,2,0,18,2,6,9,3,1
51,33955.0,270,92,4528,3,1,11,0,5,5,1,0
49,31353.0,31,24,4386,4,2,4,1,1,2,1,0
42,55434.0,882,21,4471,3,1,21,0,5,13,3,1
43,28359.0,16,35,4449,3,1,3,0,1,2,0,0
39,57100.0,311,9,4246,3,1,12,0,3,7,2,0
61,69139.0,227,23,4357,3,1,10,0,4,5,1,0
70,52973.0,1152,92,4802,3,1,24,0,9,9,6,1
61,51717.0,122,55,4517,3,1,7,1,3,4,0,0
55,18793.0,77,14,4737,3,1,6,0,2,4,0,0
44,66664.0,1289,78,4846,2,0,18,0,5,6,7,1
67,50664.0,561,64,4733,4,2,15,0,8,6,1,1
63,54414.0,211,49,4726,4,2,9,0,3,5,1,0
74,54549.0,233,8,4322,3,1,10,0,5,4,1,0
55,47111.0,1092,35,4863,3,1,15,0,3,10,2,1
63,41003.0,601,11,4673,2,0,16,0,6,8,2,1
44,19444.0,54,8,4331,3,1,7,1,4,2,1,0
50,36301.0,78,53,4451,3,1,6,0,3,3,0,0
79,73059.0,1095,36,4506,3,1,25,0,9,13,3,1
57,42731.0,244,64,4455,3,1,10,0,4,5,1,0
67,52854.0,116,43,4301,4,2,7,0,2,4,1,0
48,22775.0,15,40,4579,3,1,3,0,1,2,0,0
78,46681.0,425,52,4468,4,2,14,0,4,4,6,1
71,59821.0,734,11,4647,3,1,20,0,11,7,2,1
72,50002.0,638,21,4581,3,1,17,0,8,7,2,1
81,69755.0,894,23,4474,2,0,21,0,3,12,6,1
57,44078.0,41,17,4214,4,2,5,0,2,3,0,0
50,30560.0,31,6,4571,3,1,4,0,1,3,0,0
57,35924.0,34,56,4302,4,2,4,0,1,3,0,0
62,64140.0,1750,71,4483,4,2,13,4,2,6,5,1
45,56386.0,612,51,4814,4,2,17,0,9,7,1,1
47,24594.0,29,94,4405,3,1,4,0,1,3,0,0
45,75774.0,823,27,4262,3,1,20,0,7,8,5,1
66,39228.0,20,1,4619,2,0,3,0,0,3,0,0
52,58494.0,396,56,4403,3,1,14,0,6,6,2,0
45,58684.0,813,71,4217,2,0,20,1,5,12,3,1
59,57136.0,1179,18,4611,2,0,19,1,7,7,5,1
76,56551.0,138,48,4257,4,2,7,0,2,4,1,0
44,22448.0,55,86,4327,3,1,6,0,2,3,1,0
65,82014.0,1511,48,4882,2,0,21,1,3,12,6,1
63,34213.0,117,2,4864,4,2,6,1,3,2,1,0
49,157146.0,1730,13,4630,2,0,28,0,0,0,28,1
79,25358.0,32,57,4546,3,1,4,0,1,3,0,0
48,35544.0,67,77,4317,3,1,5,0,2,3,0,0
72,36634.0,335,0,4601,3,1,12,0,5,5,2,0
72,62670.0,825,57,4351,3,1,21,0,5,13,3,1
54,50334.0,694,24,4544,3,1,17,0,7,6,4,1
45,72066.0,1792,55,4210,2,0,16,3,4,6,6,1
68,50729.0,496,62,4627,4,2,15,0,6,7,2,0
58,34916.0,231,89,4614,4,2,9,0,5,3,1,0
50,64892.0,902,77,4235,3,1,22,0,6,12,4,1
60,43602.0,68,45,4374,4,2,6,0,3,2,1,0
37,33996.0,71,46,4495,2,0,5,0,1,3,1,0
41,41473.0,76,80,4579,3,1,5,0,2,3,0,0
59,63246.0,772,60,4517,4,2,21,0,6,12,3,1
67,36732.0,47,71,4386,4,2,6,0,1,4,1,0
56,69084.0,1586,43,4426,3,1,23,0,7,13,3,1
59,77766.0,1529,97,4696,3,1,32,2,11,11,10,1
41,37929.0,265,49,4538,2,0,11,3,4,5,2,1
75,86610.0,1603,66,4501,2,0,17,0,5,6,6,1
40,80141.0,2091,20,4738,2,0,21,2,7,10,4,1
71,72635.0,981,54,4595,2,0,20,1,6,6,8,1
56,69016.0,1533,61,4788,3,1,30,0,8,13,9,1
35,20193.0,82,18,4782,2,0,6,0,1,4,1,0
51,27573.0,244,45,4665,3,1,10,0,5,4,1,0
47,15862.0,36,26,4571,3,1,4,0,1,3,0,0
50,49544.0,404,0,4706,3,1,14,0,5,8,1,0
46,33228.0,71,28,4361,3,1,5,0,2,3,0,0
48,70440.0,1572,49,4468,2,0,22,1,5,7,10,1
55,38232.0,122,84,4367,4,2,7,0,3,3,1,0
71,22554.0,41,38,4807,4,2,6,0,2,4,0,0
43,23536.0,10,53,4229,3,1,3,0,0,3,0,0
74,49413.0,304,88,4451,3,1,11,0,4,5,2,0
57,42231.0,37,99,4300,4,2,4,0,1,3,0,0
46,78789.0,1754,12,4894,2,0,15,1,4,5,6,1
58,56534.0,815,35,4545,3,1,21,3,10,7,4,1
55,58350.0,1001,5,4745,3,1,23,0,8,12,3,1
37,81217.0,1157,77,4549,2,0,21,0,3,11,7,1
75,49090.0,688,45,4549,3,1,18,0,7,9,2,1
39,61787.0,1319,71,4562,2,0,18,0,8,6,4,1
41,18169.0,21,40,4699,3,1,3,0,1,2,0,0
45,24336.0,31,82,4875,3,1,3,0,1,2,0,0
36,18222.0,67,70,4749,2,0,5,0,2,3,0,0
74,62335.0,708,87,4606,3,1,19,0,3,13,3,1
55,42033.0,25,95,4852,4,2,3,0,1,2,0,0
43,86580.0,746,72,4691,2,0,11,1,4,5,2,1
69,41437.0,32,5,4849,4,2,4,0,1,3,0,0
75,73705.0,1695,86,4320,4,2,23,0,9,8,6,1
50,61064.0,1080,80,4871,3,1,23,0,8,11,4,1
71,38452.0,72,62,4295,4,2,6,0,3,3,0,0
37,18358.0,57,49,4425,3,1,7,0,3,4,0,0
53,55012.0,660,85,4304,3,1,19,0,8,9,2,1
53,9722.0,103,7,4839,3,1,7,1,3,3,1,0
42,38175.0,153,6,4483,3,1,8,0,3,4,1,0
70,58656.0,1220,25,4851,3,1,28,1,7,13,8,1
61,52117.0,279,55,4886,3,1,11,0,5,4,2,0
48,64813.0,745,81,4382,3,1,19,0,7,10,2,1
53,54222.0,264,98,4324,3,1,11,0,3,5,3,0
40,83512.0,2157,31,4216,2,0,21,5,4,10,7,1
67,77520.0,1526,30,4509,3,1,22,4,8,7,7,1
48,41154.0,69,98,4650,3,1,5,0,1,4,0,0
60,80398.0,1597,92,4800,2,0,25,1,5,12,8,1
34,18746.0,64,41,4235,3,1,6,0,3,3,0,0
42,35196.0,497,68,4797,3,1,12,0,6,5,1,1
70,60230.0,1067,78,4609,3,1,15,0,6,6,3,1
49,22108.0,31,46,4256,4,2,5,0,2,3,0,0
52,44392.0,211,71,4501,4,2,9,0,4,4,1,0
50,55424.0,877,6,4785,3,1,21,2,7,9,5,1
47,17688.0,11,82,4736,3,1,3,0,1,2,0,0
43,92491.0,2034,71,4628,2,0,24,4,7,12,5,1
35,90273.0,1991,32,4401,2,0,18,4,5,7,6,1
64,82571.0,1686,28,4292,2,0,24,1,6,13,5,1
44,38513.0,324,20,4356,3,1,12,1,6,5,1,0
47,16653.0,69,10,4276,3,1,6,1,2,3,1,0
71,42586.0,252,7,4812,4,2,11,1,4,6,1,0
61,23529.0,54,67,4742,3,1,4,0,1,2,1,0
65,74881.0,964,48,4682,4,2,23,0,9,12,2,1
75,71107.0,1327,61,4701,3,1,26,0,7,13,6,1
62,46910.0,68,36,4302,4,2,5,0,2,3,0,0
67,18690.0,60,77,4752,2,0,4,0,1,2,1,0
71,37244.0,55,90,4632,4,2,4,1,1,2,1,0
60,82427.0,1456,35,4313,2,0,20,1,3,12,5,1
68,75342.0,563,38,4623,3,1,17,0,5,10,2,1
72,70044.0,1504,46,4700,3,1,22,0,7,5,10,1
59,79146.0,564,33,4270,4,2,17,0,8,8,1,1
63,77437.0,1125,70,4419,2,0,22,1,4,13,5,1
67,54984.0,358,51,4240,3,1,13,1,6,6,1,0
55,42403.0,42,18,4404,3,1,4,0,1,3,0,0
62,55761.0,184,97,4270,3,1,8,1,4,3,1,0
43,37292.0,460,32,4641,3,1,14,0,6,5,3,1
81,45576.0,145,9,4236,2,0,7,1,3,3,1,0
79,70321.0,1376,6,4733,2,0,24,1,6,13,5,1
57,58086.0,792,80,4729,3,1,21,0,11,7,3,1
74,81795.0,1382,74,4815,2,0,22,0,4,7,11,1
79,28389.0,28,49,4790,2,0,3,0,1,2,0,0
80,66835.0,1033,21,4478,2,0,23,0,6,13,4,1
57,69901.0,882,95,4600,3,1,20,0,7,10,3,1
77,80360.0,2231,56,4687,2,0,13,3,4,5,4,1
65,63342.0,1101,48,4825,3,1,16,2,8,5,3,1
52,44989.0,369,26,4859,3,1,11,0,5,5,1,0
46,31859.0,48,3,4326,3,1,4,0,1,3,0,0
77,51569.0,467,39,4706,3,1,15,2,7,7,1,1
55,30372.0,44,33,4755,4,2,5,0,2,3,0,0
47,16014.0,38,42,4673,4,2,6,0,1,4,1,0
58,41120.0,81,80,4439,4,2,6,0,2,3,1,0
55,39763.0,167,9,4533,3,1,8,1,5,2,1,0
71,38725.0,45,52,4254,4,2,5,0,1,4,0,0
54,77981.0,664,78,4603,3,1,18,0,7,7,4,1
62,62905.0,622,68,4496,3,1,17,0,7,8,2,1
47,13533.0,48,45,4680,3,1,5,0,2,3,0,0
51,59481.0,461,47,4453,3,1,14,0,3,8,3,1
49,72117.0,1073,34,4517,3,1,25,0,9,9,7,1
40,21955.0,55,81,4499,3,1,6,0,2,3,1,0
70,67131.0,976,72,4664,3,1,23,0,9,12,2,1
46,36802.0,20,23,4217,3,1,4,0,1,3,0,0
44,71853.0,1149,29,4621,2,0,16,0,2,6,8,1
65,28249.0,43,80,4218,2,0,5,0,2,3,0,0
51,47808.0,224,30,4456,3,1,8,1,3,3,2,0
52,25509.0,101,15,4853,3,1,6,1,3,3,0,0
80,51012.0,209,86,4641,2,0,9,0,4,4,1,0
41,70596.0,968,68,4836,2,0,20,0,3,12,5,1
74,85431.0,1165,54,4590,2,0,16,0,2,7,7,1
59,42664.0,24,44,4307,3,1,4,0,1,3,0,0
71,42586.0,252,7,4812,4,2,11,1,4,6,1,0
41,29760.0,165,87,4873,3,1,8,0,3,4,1,0
49,28973.0,269,59,4828,2,0,11,0,5,5,1,0
53,39435.0,102,16,4531,3,1,6,0,3,2,1,0
42,65370.0,461,1,4536,2,0,18,0,2,13,3,1
47,20194.0,47,64,4763,3,1,5,0,2,3,0,0
50,42473.0,144,72,4336,4,2,7,0,2,4,1,0
58,64590.0,1338,98,4827,2,0,23,0,9,10,4,1
67,71232.0,917,91,4417,3,1,23,0,11,10,2,1
55,34600.0,318,8,4748,4,2,12,1,5,5,2,0
59,46904.0,253,20,4807,4,2,10,0,5,4,1,0
53,49094.0,502,6,4850,3,1,15,0,6,6,3,0
43,36075.0,119,54,4406,3,1,6,0,2,4,0,0
47,60839.0,1250,72,4874,4,2,16,0,2,12,2,1
47,77298.0,969,46,4443,3,1,23,0,6,11,6,1
76,34026.0,76,11,4532,4,2,6,0,2,3,1,0
63,48918.0,62,21,4282,4,2,5,0,1,4,0,0
64,82122.0,1382,89,4522,2,0,25,1,3,13,9,1
50,37697.0,84,82,4346,3,1,6,0,2,3,1,0
74,34074.0,255,69,4555,4,2,9,1,3,3,3,0
66,28520.0,43,55,4584,4,2,4,0,1,2,1,0
71,62535.0,398,13,4473,3,1,13,0,3,8,2,1
49,36273.0,76,80,4278,3,1,6,0,3,3,0,0
62,63404.0,902,97,4227,4,2,13,1,6,4,3,1
45,75774.0,823,27,4262,3,1,20,0,7,8,5,1
50,78416.0,1179,99,4206,3,1,24,0,7,10,7,1
52,75702.0,1921,87,4827,3,1,28,1,10,13,5,1
75,59385.0,185,85,4631,4,2,8,0,3,4,1,0
60,37070.0,433,30,4670,4,2,14,1,5,8,1,1
75,44689.0,34,82,4374,4,2,4,1,1,2,1,0
68,53977.0,907,21,4590,3,1,22,0,5,12,5,1
60,7144.0,416,92,4408,4,2,25,0,23,1,1,1
62,18701.0,44,95,4594,4,2,6,0,2,4,0,0
70,90369.0,1588,2,4266,2,0,16,1,4,6,6,1
52,63159.0,1797,74,4805,2,0,16,1,3,8,5,1
60,37758.0,40,49,4837,4,2,4,0,1,3,0,0
63,46757.0,1143,71,4794,3,1,15,0,4,7,4,1
57,79734.0,914,72,4205,2,0,13,1,4,6,3,1
34,63207.0,1502,68,4729,2,0,11,1,2,6,3,1
72,72071.0,1338,4,4704,3,1,17,0,5,8,4,1
43,21840.0,27,80,4547,3,1,4,0,1,3,0,0
44,58582.0,763,15,4478,3,1,20,1,9,9,2,1
75,72282.0,1331,70,4549,2,0,21,1,5,9,7,1
70,50387.0,525,91,4506,4,2,16,0,6,8,2,1
65,32583.0,9,10,4218,4,2,3,0,1,2,0,0
64,62568.0,953,99,4287,3,1,13,1,5,5,3,1
55,44635.0,68,25,4465,4,2,5,0,2,3,0,0
55,33316.0,131,34,4472,4,2,7,0,2,4,1,0
58,63967.0,882,57,4528,3,1,20,0,4,12,4,1
48,52513.0,1149,84,4867,2,0,23,0,9,9,5,1
57,25293.0,37,51,4491,3,1,4,0,1,2,1,0
61,54111.0,388,97,4512,3,1,13,0,5,6,2,0
40,78394.0,1428,13,4703,2,0,15,1,4,5,6,1
68,80739.0,1633,92,4606,2,0,23,0,3,9,11,1
51,22669.0,173,30,4607,3,1,7,1,4,2,1,0
39,29236.0,99,30,4468,3,1,7,0,4,3,0,0
67,44911.0,215,11,4675,3,1,9,0,4,4,1,0
64,54693.0,929,72,4701,3,1,23,0,6,13,4,1
